structure,DFT-mod_SPE,DFT-mod_ForceRMS,DFT-mod_ForceMax,DFT-mod_G,DFT-mod_EHOMO,DFT-mod_ELUMO,DFT-mod_Gap,DFT-mod_charge_1,DFT-mod_charge_2,DFT-mod_charge_7,DFT-mod_charge_12,DFT-mod_charge_13,DFT-mod_charge_14,DFT-mod_charge_77,DFT-mod-gau-sp_SPE,DFT-mod-gau-sp_ForceRMS,DFT-mod-gau-sp_ForceMax,DFT-mod-gau-sp_G,DFT-mod-gau-sp_EHOMO,DFT-mod-gau-sp_ELUMO,DFT-mod-gau-sp_Gap,DFT-mod-gau-sp_charge_1,DFT-mod-gau-sp_charge_2,DFT-mod-gau-sp_charge_7,DFT-mod-gau-sp_charge_12,DFT-mod-gau-sp_charge_13,DFT-mod-gau-sp_charge_14,DFT-mod-gau-sp_charge_77,gauxtb-mod_SPE,gauxtb-mod_ForceRMS,gauxtb-mod_ForceMax,gauxtb-mod_G,gauxtb-mod_EHOMO,gauxtb-mod_ELUMO,gauxtb-mod_Gap,gauxtb-mod_charge_1,gauxtb-mod_charge_2,gauxtb-mod_charge_7,gauxtb-mod_charge_12,gauxtb-mod_charge_13,gauxtb-mod_charge_14,gauxtb-mod_charge_77,gauxtb-mod-gau-sp_SPE,gauxtb-mod-gau-sp_ForceRMS,gauxtb-mod-gau-sp_ForceMax,gauxtb-mod-gau-sp_G,gauxtb-mod-gau-sp_EHOMO,gauxtb-mod-gau-sp_ELUMO,gauxtb-mod-gau-sp_Gap,gauxtb-mod-gau-sp_charge_1,gauxtb-mod-gau-sp_charge_2,gauxtb-mod-gau-sp_charge_7,gauxtb-mod-gau-sp_charge_12,gauxtb-mod-gau-sp_charge_13,gauxtb-mod-gau-sp_charge_14,gauxtb-mod-gau-sp_charge_77,xtb-fixmod-gau-sp_SPE,xtb-fixmod-gau-sp_ForceRMS,xtb-fixmod-gau-sp_ForceMax,xtb-fixmod-gau-sp_G,xtb-fixmod-gau-sp_EHOMO,xtb-fixmod-gau-sp_ELUMO,xtb-fixmod-gau-sp_Gap,xtb-fixmod-gau-sp_charge_1,xtb-fixmod-gau-sp_charge_2,xtb-fixmod-gau-sp_charge_7,xtb-fixmod-gau-sp_charge_12,xtb-fixmod-gau-sp_charge_13,xtb-fixmod-gau-sp_charge_14,xtb-fixmod-gau-sp_charge_77,xtb-mod-gau-sp_SPE,xtb-mod-gau-sp_ForceRMS,xtb-mod-gau-sp_ForceMax,xtb-mod-gau-sp_G,xtb-mod-gau-sp_EHOMO,xtb-mod-gau-sp_ELUMO,xtb-mod-gau-sp_Gap,xtb-mod-gau-sp_charge_1,xtb-mod-gau-sp_charge_2,xtb-mod-gau-sp_charge_7,xtb-mod-gau-sp_charge_12,xtb-mod-gau-sp_charge_13,xtb-mod-gau-sp_charge_14,xtb-mod-gau-sp_charge_77,xtb-mod_SPE,xtb-mod_Grad,xtb-mod_Gap,xtb-mod_ELUMO,xtb-mod_EHOMO,xtb-mod_charge_1,xtb-mod_charge_2,xtb-mod_charge_7,xtb-mod_charge_12,xtb-mod_charge_13,xtb-mod_charge_14,xtb-mod_charge_77,xtb-fixmod_SPE,xtb-fixmod_Grad,xtb-fixmod_Gap,xtb-fixmod_ELUMO,xtb-fixmod_EHOMO,xtb-fixmod_charge_1,xtb-fixmod_charge_2,xtb-fixmod_charge_7,xtb-fixmod_charge_12,xtb-fixmod_charge_13,xtb-fixmod_charge_14,xtb-fixmod_charge_77,xtb-mod-xtb-sp_SPE,xtb-mod-xtb-sp_Grad,xtb-mod-xtb-sp_Gap,xtb-mod-xtb-sp_ELUMO,xtb-mod-xtb-sp_EHOMO,xtb-mod-xtb-sp_charge_1,xtb-mod-xtb-sp_charge_2,xtb-mod-xtb-sp_charge_7,xtb-mod-xtb-sp_charge_12,xtb-mod-xtb-sp_charge_13,xtb-mod-xtb-sp_charge_14,xtb-mod-xtb-sp_charge_77,xtb-fixmod-xtb-sp_SPE,xtb-fixmod-xtb-sp_Grad,xtb-fixmod-xtb-sp_Gap,xtb-fixmod-xtb-sp_ELUMO,xtb-fixmod-xtb-sp_EHOMO,xtb-fixmod-xtb-sp_charge_1,xtb-fixmod-xtb-sp_charge_2,xtb-fixmod-xtb-sp_charge_7,xtb-fixmod-xtb-sp_charge_12,xtb-fixmod-xtb-sp_charge_13,xtb-fixmod-xtb-sp_charge_14,xtb-fixmod-xtb-sp_charge_77
Xu04-7a-2a-major,-3287.873796,0.000003,0.000023,0.000000,-0.186983,-0.026117,-0.160866,-0.214064,0.613083,0.240323,-0.567939,0.023748,-0.561063,0.137775,-3287.873796,0.000061,0.000834,0.000000,-0.186983,-0.026117,-0.160866,-0.214066,0.613084,0.240323,-0.567939,0.023747,-0.561062,0.137774,-183.866716,0.000002,0.000019,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3287.851890,0.005200,0.045689,0.000000,-0.186773,-0.027428,-0.159345,-0.333527,0.601759,0.224391,-0.549857,0.017646,-0.551532,0.135547,-3287.849629,0.005239,0.049769,0.000000,-0.185557,-0.032031,-0.153526,-0.350136,0.598482,0.243068,-0.555729,0.015889,-0.557240,0.137450,-3287.852013,0.005191,0.046904,0.000000,-0.185796,-0.027856,-0.157940,-0.332661,0.598216,0.225683,-0.550642,0.018313,-0.550830,0.136177,-183.866677,0.000581,2.153286,-6.6521,-8.8054,-0.466874,0.097889,0.107370,-0.414815,0.074626,-0.073071,-0.015460,-183.862230,0.000640,2.166895,-6.7130,-8.8799,-0.466203,0.107036,0.104319,-0.425619,0.069639,-0.070449,-0.015426,-183.866713,0.015606,2.153240,-6.6521,-8.8054,-0.466882,0.097880,0.107370,-0.414812,0.074636,-0.073078,-0.015463,-183.862230,0.022407,2.166903,-6.7130,-8.8799,-0.466200,0.107033,0.104318,-0.425618,0.069644,-0.070450,-0.015431
Xu04-7a-2a-minor,-3287.872024,0.000002,0.000012,0.000000,-0.187941,-0.028435,-0.159506,-0.267368,0.650854,0.257014,-0.560333,0.030069,-0.572161,0.142112,-3287.872024,0.000156,0.001792,0.000000,-0.187941,-0.028435,-0.159506,-0.267369,0.650855,0.257014,-0.560334,0.030067,-0.572161,0.142112,-183.861485,0.000002,0.000012,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3287.850012,0.004828,0.036658,0.000000,-0.188063,-0.030939,-0.157124,-0.328396,0.612718,0.211391,-0.541979,0.024707,-0.568470,0.138764,-3287.849692,0.004842,0.038229,0.000000,-0.188968,-0.029525,-0.159443,-0.319353,0.630577,0.222848,-0.548223,0.026908,-0.563493,0.134653,-3287.850012,0.004838,0.036946,0.000000,-0.187937,-0.030577,-0.157360,-0.324987,0.614109,0.212430,-0.542508,0.025689,-0.568328,0.137524,-183.861442,0.000356,2.098014,-6.7455,-8.8435,-0.438418,0.110038,0.099475,-0.415996,0.077462,-0.073019,-0.016530,-183.858959,0.000639,2.077095,-6.7460,-8.8231,-0.422664,0.114789,0.101281,-0.416967,0.080296,-0.075581,-0.016337,-183.861486,0.016966,2.097933,-6.7456,-8.8435,-0.438417,0.110042,0.099476,-0.415994,0.077480,-0.073037,-0.016537,-183.858959,0.021350,2.077006,-6.7460,-8.8231,-0.422663,0.114795,0.101281,-0.416967,0.080313,-0.075593,-0.016340
Xu05-1a-2a-major,-3478.234278,0.000003,0.000035,0.000000,-0.192228,-0.029574,-0.162654,-0.282977,0.625702,0.247591,-0.605486,0.025161,-0.545707,0.187772,-3478.234278,0.000055,0.000653,0.000000,-0.192228,-0.029574,-0.162654,-0.282976,0.625702,0.247591,-0.605486,0.025160,-0.545707,0.187772,-194.590243,0.000002,0.000014,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3478.215683,0.005059,0.047210,0.000000,-0.191547,-0.032321,-0.159226,-0.375199,0.628247,0.231000,-0.595130,0.025238,-0.539736,0.188118,-3478.215902,0.005049,0.047075,0.000000,-0.191754,-0.032311,-0.159443,-0.372265,0.629529,0.233643,-0.595106,0.024391,-0.540248,0.187376,-3478.215645,0.005071,0.047258,0.000000,-0.191381,-0.032311,-0.159070,-0.374778,0.627266,0.231075,-0.594302,0.025765,-0.540361,0.187205,-194.590269,0.000726,1.979941,-6.7434,-8.7234,-0.467096,0.114627,0.121028,-0.439935,0.068819,-0.067015,0.028643,-194.590182,0.000765,1.977931,-6.7463,-8.7242,-0.465509,0.115456,0.120443,-0.440479,0.068337,-0.067117,0.028677,-194.590323,0.019021,1.979945,-6.7434,-8.7234,-0.467097,0.114614,0.121033,-0.439939,0.068834,-0.067020,0.028646,-194.590182,0.019331,1.977933,-6.7463,-8.7242,-0.465508,0.115444,0.120447,-0.440483,0.068352,-0.067123,0.028681
Xu05-1a-2a-minor,-3478.228535,0.000003,0.000025,0.000000,-0.186929,-0.030856,-0.156073,-0.348101,0.652658,0.254697,-0.601607,0.024056,-0.551916,0.180837,-3478.228535,0.000167,0.001674,0.000000,-0.186929,-0.030856,-0.156073,-0.348101,0.652657,0.254697,-0.601607,0.024056,-0.551916,0.180837,-194.582487,0.000002,0.000018,0.000000,6.000000,1.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3478.209951,0.004739,0.039588,0.000000,-0.188554,-0.030209,-0.158346,-0.425059,0.658481,0.239265,-0.587552,0.024062,-0.550109,0.171959,-3478.209910,0.004766,0.039002,0.000000,-0.188730,-0.029292,-0.159438,-0.422949,0.664265,0.243532,-0.590267,0.022860,-0.545157,0.172107,-3478.209948,0.004739,0.039538,0.000000,-0.188438,-0.030404,-0.158034,-0.428007,0.659686,0.238623,-0.586039,0.024916,-0.550779,0.171915,-194.582490,0.000585,1.876747,-6.8178,-8.6945,-0.463079,0.125110,0.108498,-0.432200,0.075982,-0.069838,0.015958,-194.582136,0.000414,1.847843,-6.8218,-8.6697,-0.455071,0.126319,0.109064,-0.432161,0.076842,-0.072597,0.016231,-194.582550,0.019960,1.876770,-6.8177,-8.6945,-0.463072,0.125114,0.108499,-0.432208,0.075977,-0.069825,0.015961,-194.582136,0.021421,1.847852,-6.8218,-8.6696,-0.455064,0.126322,0.109065,-0.432167,0.076840,-0.072587,0.016234
Xu06-1a-2a-major,-3630.493233,0.000002,0.000019,0.000000,-0.191643,-0.029840,-0.161803,-0.306337,0.633816,0.245111,-0.605327,0.027411,-0.544382,0.192498,-3630.493233,0.000018,0.000226,0.000000,-0.191643,-0.029840,-0.161803,-0.306337,0.633815,0.245111,-0.605326,0.027412,-0.544382,0.192498,-203.143361,0.000003,0.000025,0.000000,6.000000,6.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3630.473261,0.004883,0.045668,0.000000,-0.190047,-0.031487,-0.158560,-0.387971,0.632943,0.232503,-0.593371,0.025147,-0.541168,0.191200,-3630.474123,0.004865,0.046325,0.000000,-0.190938,-0.031450,-0.159488,-0.385694,0.635446,0.237326,-0.594474,0.022970,-0.540369,0.191202,-3630.473324,0.004889,0.046370,0.000000,-0.189845,-0.031777,-0.158067,-0.391593,0.632176,0.233354,-0.592955,0.026141,-0.541821,0.191465,-203.143344,0.000373,1.975915,-6.7264,-8.7023,-0.471584,0.110975,0.124635,-0.439292,0.067656,-0.067804,0.030782,-203.142936,0.000494,1.973078,-6.7317,-8.7048,-0.468062,0.113379,0.123274,-0.440855,0.067132,-0.068293,0.030404,-203.143396,0.018633,1.975915,-6.7264,-8.7023,-0.471593,0.110960,0.124641,-0.439296,0.067669,-0.067807,0.030781,-203.142936,0.019121,1.973078,-6.7317,-8.7048,-0.468066,0.113366,0.123279,-0.440859,0.067145,-0.068296,0.030403
Xu06-1a-2a-minor,-3630.492939,0.000003,0.000026,0.000000,-0.186768,-0.028984,-0.157784,-0.363985,0.696070,0.261617,-0.597089,0.025881,-0.552496,0.193912,-3630.492939,0.000020,0.000240,0.000000,-0.186768,-0.028984,-0.157784,-0.363987,0.696069,0.261617,-0.597089,0.025881,-0.552495,0.193912,-203.140805,0.000001,0.000008,0.000000,6.000000,6.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3630.473802,0.004565,0.039859,0.000000,-0.187947,-0.030292,-0.157655,-0.429318,0.688814,0.239607,-0.580988,0.025460,-0.551748,0.190536,-3630.474038,0.004605,0.038998,0.000000,-0.188090,-0.028655,-0.159435,-0.421733,0.692339,0.245497,-0.586986,0.022734,-0.545798,0.190827,-3630.473870,0.004576,0.039633,0.000000,-0.187817,-0.030061,-0.157756,-0.431908,0.690970,0.239940,-0.581409,0.025741,-0.552262,0.190427,-203.140765,0.000690,1.952029,-6.7271,-8.6791,-0.461795,0.120155,0.110298,-0.428093,0.076084,-0.070022,0.031969,-203.140174,0.000368,1.913712,-6.7283,-8.6420,-0.451589,0.121030,0.110568,-0.428675,0.077116,-0.072543,0.032285,-203.140821,0.019368,1.952034,-6.7271,-8.6791,-0.461789,0.120159,0.110300,-0.428099,0.076081,-0.070011,0.031969,-203.140174,0.020954,1.913713,-6.7283,-8.6420,-0.451582,0.121034,0.110570,-0.428681,0.077113,-0.072532,0.032285
Xu07-1a-2a-major,-3783.972824,0.000002,0.000016,0.000000,-0.191517,-0.031159,-0.160358,-0.306354,0.633386,0.244282,-0.605442,0.027659,-0.544008,0.190466,-3783.972824,0.000022,0.000265,0.000000,-0.191517,-0.031159,-0.160358,-0.306353,0.633386,0.244282,-0.605442,0.027659,-0.544008,0.190467,-212.743077,0.000001,0.000018,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3783.954086,0.004781,0.045126,0.000000,-0.189670,-0.033989,-0.155681,-0.380619,0.635717,0.226552,-0.594870,0.025241,-0.541117,0.188285,-3783.953457,0.004786,0.046619,0.000000,-0.190892,-0.031745,-0.159148,-0.388221,0.634080,0.239876,-0.594115,0.022787,-0.540020,0.191680,-3783.952649,0.004793,0.046636,0.000000,-0.189326,-0.032196,-0.157130,-0.394617,0.630692,0.236096,-0.592546,0.026379,-0.541764,0.191158,-212.740267,0.000335,1.616208,-7.0884,-8.7046,-0.472931,0.111922,0.124363,-0.439588,0.067455,-0.067796,0.030478,-212.739833,0.000711,1.629839,-7.0786,-8.7084,-0.468019,0.114116,0.122794,-0.441000,0.067008,-0.068330,0.029917,-212.740321,0.018884,1.616219,-7.0884,-8.7046,-0.472942,0.111905,0.124369,-0.439593,0.067465,-0.067795,0.030477,-212.739833,0.019074,1.629854,-7.0786,-8.7084,-0.468026,0.114101,0.122800,-0.441005,0.067021,-0.068333,0.029916
Xu07-1a-2a-minor,-3783.971699,0.000001,0.000015,0.000000,-0.186484,-0.040071,-0.146414,-0.363941,0.693738,0.260236,-0.596845,0.025897,-0.552241,0.193678,-3783.971699,0.000015,0.000174,0.000000,-0.186484,-0.040071,-0.146414,-0.363941,0.693739,0.260236,-0.596844,0.025897,-0.552241,0.193678,-212.736840,0.000001,0.000008,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3783.952205,0.004474,0.039722,0.000000,-0.187936,-0.038640,-0.149296,-0.429619,0.690618,0.240297,-0.581124,0.025148,-0.551832,0.190625,-3783.952285,0.004489,0.037789,0.000000,-0.188138,-0.037399,-0.150738,-0.415736,0.690122,0.246161,-0.587230,0.023159,-0.545447,0.190977,-3783.952352,0.004488,0.039090,0.000000,-0.187923,-0.037718,-0.150206,-0.430407,0.689552,0.240070,-0.581344,0.025886,-0.552365,0.190512,-212.736596,0.000455,1.316138,-7.3548,-8.6709,-0.461572,0.120151,0.110768,-0.427870,0.076119,-0.070109,0.031537,-212.735665,0.001011,1.272171,-7.3572,-8.6294,-0.449450,0.121671,0.110401,-0.428440,0.077320,-0.072930,0.031867,-212.736653,0.019512,1.316079,-7.3548,-8.6709,-0.461564,0.120154,0.110770,-0.427874,0.076118,-0.070100,0.031537,-212.735665,0.021161,1.272142,-7.3572,-8.6294,-0.449447,0.121671,0.110406,-0.428450,0.077334,-0.072939,0.031870
Xu08-1a-2a-major,-3744.893483,0.000000,0.000002,0.000000,-0.190902,-0.027497,-0.163405,-0.306343,0.632415,0.247833,-0.604837,0.026911,-0.544953,0.212229,-3744.893483,0.000002,0.000008,0.000000,-0.190902,-0.027497,-0.163405,-0.306343,0.632415,0.247833,-0.604837,0.026911,-0.544953,0.212229,-210.373033,0.000003,0.000022,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3744.873551,0.004904,0.046378,0.000000,-0.189394,-0.030865,-0.158529,-0.390433,0.633114,0.232434,-0.593988,0.025955,-0.540769,0.210589,-3744.873925,0.004878,0.046290,0.000000,-0.190200,-0.030680,-0.159520,-0.390141,0.636308,0.240203,-0.594500,0.022807,-0.539820,0.210586,-3744.873737,0.004898,0.046524,0.000000,-0.189325,-0.030978,-0.158347,-0.392166,0.631764,0.232886,-0.593137,0.026352,-0.541030,0.210483,-210.373005,0.000582,1.996073,-6.6785,-8.6745,-0.471695,0.117592,0.124924,-0.439679,0.067586,-0.068126,0.062755,-210.372704,0.000834,1.999426,-6.6776,-8.6770,-0.468920,0.118848,0.123940,-0.440975,0.066905,-0.068421,0.062818,-210.373059,0.019045,1.996085,-6.6785,-8.6745,-0.471704,0.117577,0.124931,-0.439683,0.067597,-0.068129,0.062754,-210.372704,0.019277,1.999433,-6.6776,-8.6770,-0.468924,0.118835,0.123946,-0.440978,0.066915,-0.068425,0.062818
Xu08-1a-2a-minor,-3744.886867,0.000001,0.000003,0.000000,-0.187010,-0.029768,-0.157243,-0.347819,0.673806,0.258000,-0.597186,0.025705,-0.552860,0.213644,-3744.886867,0.000001,0.000007,0.000000,-0.187010,-0.029768,-0.157243,-0.347819,0.673806,0.258000,-0.597186,0.025705,-0.552860,0.213644,-210.366908,0.000001,0.000014,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3744.864662,0.004625,0.039883,0.000000,-0.187634,-0.029207,-0.158427,-0.436629,0.696729,0.240055,-0.582995,0.024646,-0.550520,0.208930,-3744.864501,0.004657,0.038811,0.000000,-0.188084,-0.027541,-0.160543,-0.426726,0.701052,0.246177,-0.589623,0.023074,-0.545296,0.208819,-3744.864557,0.004636,0.039688,0.000000,-0.187587,-0.029256,-0.158331,-0.437122,0.697346,0.240224,-0.582565,0.024911,-0.551211,0.208865,-210.366934,0.000579,1.987642,-6.6613,-8.6489,-0.463208,0.121908,0.112080,-0.428517,0.076130,-0.069952,0.060135,-210.366270,0.000663,1.948354,-6.6577,-8.6060,-0.452113,0.123252,0.113195,-0.429448,0.077081,-0.073266,0.060304,-210.366991,0.019411,1.987623,-6.6613,-8.6489,-0.463202,0.121912,0.112083,-0.428521,0.076127,-0.069941,0.060135,-210.366270,0.021150,1.948340,-6.6576,-8.6060,-0.452107,0.123257,0.113197,-0.429455,0.077077,-0.073254,0.060304
Xu08-7a-2a-major,-3549.737342,0.000003,0.000023,0.000000,-0.189754,-0.027019,-0.162735,-0.233007,0.614374,0.251124,-0.579685,0.026692,-0.560046,0.191145,-3549.737342,0.000025,0.000253,0.000000,-0.189754,-0.027019,-0.162735,-0.233008,0.614374,0.251124,-0.579684,0.026692,-0.560046,0.191145,-195.551685,0.000002,0.000012,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3549.713430,0.005108,0.045333,0.000000,-0.185782,-0.028255,-0.157527,-0.345512,0.620463,0.225579,-0.559692,0.017065,-0.547275,0.189612,-3549.718782,0.004997,0.046194,0.000000,-0.189976,-0.030242,-0.159734,-0.294538,0.618164,0.244289,-0.566248,0.021041,-0.557391,0.189455,-3549.714826,0.005085,0.046166,0.000000,-0.185505,-0.028955,-0.156550,-0.348911,0.617177,0.230743,-0.560803,0.017390,-0.548079,0.189652,-195.551484,0.000650,2.087663,-6.6915,-8.7791,-0.481740,0.122038,0.127674,-0.420485,0.073736,-0.072578,0.024953,-195.547406,0.000446,2.147615,-6.6803,-8.8279,-0.461278,0.127051,0.125851,-0.421498,0.071649,-0.074035,0.024764,-195.551527,0.017036,2.087610,-6.6915,-8.7791,-0.481739,0.122040,0.127673,-0.420490,0.073733,-0.072573,0.024952,-195.547406,0.021369,2.147573,-6.6803,-8.8279,-0.461278,0.127052,0.125851,-0.421500,0.071647,-0.074034,0.024762
Xu08-7a-2a-minor,-3549.730729,0.000002,0.000015,0.000000,-0.186189,-0.026975,-0.159214,-0.357326,0.693246,0.256806,-0.559169,0.027952,-0.562151,0.187275,-3549.730729,0.000063,0.000698,0.000000,-0.186189,-0.026975,-0.159213,-0.357325,0.693246,0.256806,-0.559168,0.027952,-0.562150,0.187275,-195.544314,0.000002,0.000042,0.000000,1.000000,1.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3549.707626,0.004798,0.037462,0.000000,-0.186656,-0.026774,-0.159881,-0.405388,0.707876,0.222569,-0.546712,0.025024,-0.560519,0.185876,-3549.707555,0.004817,0.038701,0.000000,-0.187055,-0.026511,-0.160544,-0.397990,0.717260,0.226471,-0.548308,0.028170,-0.555659,0.186029,-3549.707420,0.004796,0.037308,0.000000,-0.186576,-0.026736,-0.159840,-0.405894,0.709135,0.222041,-0.546650,0.025662,-0.560892,0.185985,-195.544330,0.000672,2.083033,-6.6480,-8.7310,-0.451746,0.126262,0.121703,-0.418455,0.079967,-0.073053,0.024312,-195.543642,0.000393,2.063362,-6.6494,-8.7128,-0.443975,0.127071,0.121391,-0.417119,0.080683,-0.075110,0.024450,-195.544377,0.017644,2.083012,-6.6480,-8.7310,-0.451747,0.126268,0.121702,-0.418460,0.079966,-0.073047,0.024310,-195.543642,0.020011,2.063329,-6.6494,-8.7128,-0.443975,0.127074,0.121391,-0.417121,0.080682,-0.075105,0.024448
Xu09-1a-2a-major,-4187.552480,0.000002,0.000023,0.000000,-0.192287,-0.036421,-0.155866,-0.319048,0.630406,0.261508,-0.602917,0.027105,-0.544430,0.191872,-4187.552480,0.000061,0.000688,0.000000,-0.192287,-0.036421,-0.155866,-0.319048,0.630405,0.261508,-0.602916,0.027106,-0.544430,0.191872,-227.185841,0.000004,0.000061,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-4187.532419,0.005050,0.048299,0.000000,-0.192339,-0.036099,-0.156240,-0.400176,0.639226,0.242176,-0.592668,0.026485,-0.540815,0.187795,-4187.532422,0.005076,0.048693,0.000000,-0.192850,-0.035586,-0.157264,-0.400610,0.640031,0.244964,-0.595372,0.022611,-0.536821,0.187850,-4187.532289,0.005066,0.048449,0.000000,-0.192020,-0.035992,-0.156028,-0.405967,0.636542,0.243042,-0.593716,0.026091,-0.540999,0.187837,-227.185718,0.000848,1.177989,-7.7608,-8.9388,-0.477825,0.118071,0.143976,-0.446248,0.067805,-0.068729,0.045726,-227.185307,0.000695,1.147936,-7.7678,-8.9157,-0.473858,0.116931,0.142534,-0.446935,0.067596,-0.069369,0.046057,-227.185769,0.018368,1.177895,-7.7609,-8.9387,-0.477827,0.118058,0.143982,-0.446249,0.067818,-0.068734,0.045725,-227.185307,0.019144,1.147843,-7.7679,-8.9157,-0.473858,0.116920,0.142541,-0.446934,0.067611,-0.069376,0.046056
Xu09-1a-2a-minor,-4187.547465,0.000002,0.000027,0.000000,-0.188588,-0.038383,-0.150204,-0.352375,0.674172,0.265788,-0.597791,0.025219,-0.552963,0.190468,-4187.547465,0.000042,0.000549,0.000000,-0.188588,-0.038383,-0.150204,-0.352374,0.674171,0.265788,-0.597791,0.025218,-0.552963,0.190468,-227.180790,0.000002,0.000018,0.000000,1.000000,6.000000,-5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-4187.524353,0.004764,0.041863,0.000000,-0.189627,-0.033131,-0.156496,-0.452658,0.701725,0.247972,-0.582229,0.024138,-0.550409,0.189679,-4187.524080,0.004804,0.040871,0.000000,-0.189916,-0.032764,-0.157151,-0.447142,0.708934,0.255149,-0.589496,0.023541,-0.542887,0.189758,-4187.524267,0.004768,0.041567,0.000000,-0.189565,-0.032954,-0.156611,-0.457551,0.704953,0.248531,-0.581903,0.024162,-0.550692,0.189503,-227.180808,0.000480,1.226511,-7.6594,-8.8859,-0.467911,0.123131,0.129344,-0.427884,0.076449,-0.070648,0.038565,-227.179993,0.000453,1.181340,-7.6587,-8.8401,-0.454484,0.123785,0.131379,-0.428516,0.077327,-0.074627,0.038844,-227.180861,0.018772,1.226526,-7.6594,-8.8859,-0.467911,0.123135,0.129349,-0.427889,0.076449,-0.070638,0.038565,-227.179993,0.021088,1.181351,-7.6587,-8.8401,-0.454484,0.123788,0.131383,-0.428522,0.077327,-0.074618,0.038844
Xu09-7a-2a-major,-3992.398183,0.000002,0.000017,0.000000,-0.191603,-0.035958,-0.155645,-0.219776,0.611538,0.246364,-0.586351,0.028218,-0.559457,0.191339,-3992.398183,0.000002,0.000011,0.000000,-0.191603,-0.035958,-0.155645,-0.219777,0.611539,0.246364,-0.586350,0.028219,-0.559457,0.191339,-212.365666,0.000003,0.000034,0.000000,6.000000,8.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-3992.374532,0.005258,0.046288,0.000000,-0.190087,-0.035424,-0.154664,-0.326009,0.624444,0.207969,-0.569002,0.017075,-0.548245,0.190033,-3992.379680,0.005144,0.047675,0.000000,-0.192802,-0.036487,-0.156315,-0.294059,0.619491,0.236977,-0.574380,0.021150,-0.555426,0.189734,-3992.376563,0.005239,0.047275,0.000000,-0.189944,-0.036463,-0.153481,-0.331156,0.617325,0.216937,-0.571052,0.016622,-0.547781,0.189949,-212.365415,0.000831,1.257754,-7.7830,-9.0408,-0.482383,0.123631,0.143047,-0.429630,0.074200,-0.073170,0.025884,-212.361689,0.000510,1.305508,-7.7777,-9.0832,-0.464677,0.125542,0.140591,-0.431570,0.072256,-0.074483,0.025681,-212.365457,0.016845,1.257735,-7.7830,-9.0407,-0.482391,0.123632,0.143048,-0.429636,0.074196,-0.073161,0.025883,-212.361689,0.021038,1.305496,-7.7777,-9.0832,-0.464683,0.125544,0.140592,-0.431573,0.072256,-0.074479,0.025680
